;Overig;Temperatuur;Overig;Overig;Vochtigheid;Overig;Luchtflow;Luchtflow;Overig;Overig;Overig;Overig;Overig;Temperatuur;Temperatuur;Overig;Temperatuur;Overig;Overig;Overig;Overig;Overig;Overig;Efficiëntie;Energie;Temperatuur;Temperatuur;Overig;Overdruk;Temperatuur;Cascade;Overig;Vochtigheid;Sproeinozzles;Temperatuur;Temperatuur;Vochtigheid;Water;Temperatuur;Cascade;Cascade;Cascade;Energie;Cascade;Efficiëntie;Energie;Overig;Efficiëntie;Energie;Efficiëntie;Toevoer;Energie;Energie
;wind__m_s_1;temp_outdoor__degC;sol_ghi__W_m_2;Air_outdoor__Pa;humidity_outdoor_rel__0;occupancy__perc;air_flow_office_set__m3_s_1;air_flow_office__m3_s_1;tijd met tijdzone;azimut;elevatie;instralingsfactor;solar_chimney__W_m_2;temp_air_chimney_out__degC;temp_air_chimney_average__degC;chimney_draft__Pa;temp_air_heat_recovery_in__degC;wind_ventec_inflow__m_s_1;wind_venturi_accelerated__m_s_1;ejector__m_s_1;wind_venturi_pressure_coefficient__0;venturi_draft__Pa;exhaust_fan__Pa;eta_fan_exh__W0;e_fan_exh__W;temp_overpressure_in__degC;temp_overpressure_out__degC;wind_overpressure_inflow__m_s_1;overpressure_room_gain__Pa;temp_air_cascade_in__degC;cascade_air__m_s_1;total_droplet_velocity__m_s_1;humidity_cascade_in_abs__gr_kg_1;nozzles__0;temp_air_cascade_out__degC;temp_water_cascade_out__degC;humidity_cascade_out_abs__gr_kg_1;water_cascade__kg_s_1;temp_air_cascade_average__degC;cascade_gain_hydro__Pa;cascade_gain_therm__Pa;cascade_gain__Pa;e_cascade_water_pump__W;cascade_heat_pump_is_heating__sign;cop_cascade_heat_pump__W0;e_cascade_heat_pump__W;post_cascade_heat_pump_is_heating__sign;cop_post_cascade_heat_pump__W0;e_post_cascade_heat_pump__W;eta_fan_supply__W0;supply_fan__Pa;e_fan_supply__W;e__ewf_total__W
7714;4,0;7,1000000000000005;233,33333333333331;101680,0;0,6900000000000001;90;18,0;18,0;2023-11-18 10:00:00+01:00;145,10369847539906;11,839125531489415;0,8027413536222671;187,30631584519563;21,254240124926657;21,127120062463327;6,973165895731666;21,254240124926657;2,339549544160024;2,92443693020003;2,4691358024691357;0,54715378394221;2,8193628798311567;95,84619698409949;0,704;2450,612991070726;7,1000000000000005;7,1000000000000005;4,093719270557803;8,077615058677702;14,177120062463327;5,333333333333333;6,507154333333332;4,452108149217962;29,0;12,923728138498257;11,748915351426833;6,917650931382398;20,299999999999997;13,132626792492434;108,033328444697;3,1037889079781587;111,13711735267516;4922,786269333333;1,0;4,5;23613,583298553698;1,0;4,5;24638,903785045473;0,704;30,78526758864713;787,1233190279096;56413,00966303114
7715;4,0;7,300000000000001;158,33333333333331;101560,0;0,64;90;18,0;18,0;2023-11-18 11:00:00+01:00;159,01329787918036;16,100299357091885;0,897043147636629;142,0318317091329;21,185080410395045;21,092540205197523;6,852467030656302;21,185080410395045;2,339549544160024;2,92443693020003;2,4691358024691357;0,54715378394221;2,8193628798311567;95,96689584917486;0,704;2453,699041598221;7,300000000000001;7,300000000000001;4,093719270557803;8,077615058677702;14,242540205197523;5,333333333333333;6,507154333333332;4,183639356536236;31,0;12,871401278176457;11,706705145050172;6,904088277813029;21,7;13,099924432679966;115,48390282019336;2,982276065045668;118,46617888523903;5262,288770666667;1,0;4,5;26093,746912553048;1,0;4,5;24892,884760063807;0,704;23,45620605608326;599,7325412066743;59302,35202608842
7716;4,0;7,0;183,33333333333331;101500,0;0,65;50;10,0;10,0;2023-11-18 12:00:00+01:00;173,6602729146309;18,247776741426748;0,9439034415991038;173,048964293169;21,410360861356313;21,205180430678155;7,062330631881993;21,410360861356313;2,339549544160024;2,92443693020003;1,3717421124828533;0,23127723022381136;1,1917206039317967;94,12938997204981;0,5333333333333333;1764,9260619759339;7,0;7,0;4,093719270557803;8,077615058677702;14,205180430678157;2,962962962962963;4,136783962962962;4,166750824039946;11,0;12,563126449856956;11,152839698759855;6,776251116538954;7,699999999999999;12,836802113327154;64,45857644989152;3,007216420454929;67,46579287034645;1867,2637573333332;1,0;4,5;13224,354220665218;1,0;4,5;14660,650347372944;0,5333333333333333;74,45659207097584;1396,061101330797;32913,25548867823
7717;3,0;6,5;111,11111111111111;101410,0;0,6900000000000001;50;10,0;10,0;2023-11-18 13:00:00+01:00;188,5579797838288;18,06096710399872;0,940141557665613;104,46017307395701;21,22081415194522;21,11040707597261;7,2791264355525644;21,22081415194522;1,7546621581200177;2,1933276976500222;1,3717421124828533;0,3858775759593985;1,118442441563942;93,83931600601137;0,5333333333333333;1759,4871751127132;6,5;6,5;3,0702894529183515;4,543658470506205;13,86040707597261;2,962962962962963;4,136783962962962;4,2808969793840586;11,0;12,439513789714221;11,139047804729946;6,8232413268985805;7,699999999999999;12,676329337423951;64,45857644989152;3,189625706453375;67,6482021563449;1867,2637573333332;1,0;4,5;13323,09437435028;1,0;4,5;14993,974632395832;0,5333333333333333;77,80813937314889;1458,9026132465417;33402,722552438696
7718;4,0;4,9;41,666666666666664;101380,0;0,8;80;16,0;16,0;2023-11-18 14:00:00+01:00;203,11291667338156;15,559549579030417;0,8860268177646101;36,91778407352542;21,01824634551697;21,009123172758486;8,074772254764042;21,01824634551697;2,339549544160024;2,92443693020003;2,1947873799725652;0,4838571805804696;2,4932094305180197;94,41843717575398;0,6613333333333333;2284,317028445661;4,9;4,9;4,093719270557803;8,077615058677702;12,959123172758487;4,7407407407407405;5,914561740740741;4,466120248982937;24,0;12,341601085556617;11,498398854442307;6,917968786665772;16,799999999999997;12,444521433423594;98,36476031563704;3,921798337055752;102,28655865269279;4074,030015999999;1,0;4,5;23455,41032058331;1,0;4,5;24412,797463991494;0,6613333333333333;39,6358262886295;958,9312811765202;55185,48611019697
7719;4,0;4,800000000000001;8,333333333333332;101270,0;0,81;80;16,0;16,0;2023-11-18 15:00:00+01:00;216,87484817759594;10,996566431403082;0,7852600001577887;6,543833334648238;20,965080157384737;20,982540078692367;8,115224545178764;20,965080157384737;2,339549544160024;2,92443693020003;2,1947873799725652;0,4838571805804696;2,4932094305180197;94,37798488533926;0,6613333333333333;2283,3383440001435;4,800000000000001;4,800000000000001;4,093719270557803;8,077615058677702;12,882540078692369;4,7407407407407405;5,914561740740741;4,49199406609851;24,0;12,312290551502267;11,495960764265057;6,9293190577198605;16,799999999999997;12,407332139367284;98,36476031563704;3,956386550216434;102,32114686585348;4074,030015999999;1,0;4,5;23493,493939309337;1,0;4,5;24539,255874267903;0,6613333333333333;39,601238075468814;958,0944695677939;55348,212643145176
7720;5,0;4,4;0,0;101210,0;0,8300000000000001;80;16,0;16,0;2023-11-18 16:00:00+01:00;229,68396194435434;4,80219335237895;0,6447320334725548;0,0;20,95251849360525;20,976259246802627;8,324824769601289;20,95251849360525;2,92443693020003;3,6555461627500376;2,1947873799725652;0,3639398361042133;2,9301590296607882;94,6053342600595;0,6613333333333333;2288,8387320982138;4,4;4,4;5,1171490881972534;12,621273529183908;12,676259246802625;4,7407407407407405;5,914561740740741;4,481901541683615;24,0;12,222910824831024;11,465033411628912;6,9199413468368975;16,799999999999997;12,298468895159623;98,36476031563704;4,115288584915289;102,48004890055233;4074,030015999999;1,0;4,5;23976,58743477995;1,0;4,5;24924,87894496415;0,6613333333333333;34,89867757026377;844,3228444418654;56108,65797228418
7721;5,0;4,4;0,0;101180,0;0,91;50;10,0;10,0;2023-11-18 17:00:00+01:00;241,6585862763825;-2,8162166230577697;0,4741511608726622;0,0;20,924517902566894;20,962258951283445;8,318189571737774;20,924517902566894;2,92443693020003;3,6555461627500376;1,3717421124828533;0,11135988574755495;0,8965827381198139;92,57839316638204;0,5333333333333333;1735,8448718696634;4,4;4,4;5,1171490881972534;12,621273529183908;12,662258951283446;2,962962962962963;4,136783962962962;4,9138920517254085;9,0;12,10363651977254;11,079754691354532;6,818273096096;6,3;12,19674025835769;52,73883527718398;4,063733806540523;56,80256908372451;1527,761256;1,0;4,5;11248,028919921693;1,0;4,5;15899,67515473291;0,5333333333333333;80,5761573870916;1510,8029510079675;31922,11315353224
7722;4,0;4,4;0,0;101130,0;0,91;42;8,4;8,4;2023-11-18 18:00:00+01:00;253,11368537215623;-11,34883709543577;0,28479409711424125;0,0;20,910412157661217;20,955206078830606;8,314846745574672;20,910412157661217;2,339549544160024;2,92443693020003;1,1522633744855968;0,13757971997220775;0,7089179804487582;92,39407123487409;0,4992;1554,7079294329776;4,4;4,4;4,093719270557803;8,077615058677702;12,655206078830608;2,488888888888889;3,6627098888888887;4,9138920517254085;7,0;12,004610381708332;10,931465456186858;6,844484803881594;4,8999999999999995;12,113042997895377;46,32830221728059;4,021289528608797;50,349591745889384;1188,2587546666666;1,0;4,5;9424,059511875446;1,0;4,5;13580,02912274727;0,4992;91,57279319543291;1540,8883470385347;27287,943665760893
7723;3,0;4,3;0,0;101040,0;0,88;33;6,6;6,6;2023-11-18 19:00:00+01:00;264,50502506647615;-20,337233993377495;0,08978918401167472;0,0;20,88582977457538;20,942914887287692;8,36226069803186;20,88582977457538;1,7546621581200177;2,1933276976500222;0,9053497942386831;0,16257957637439924;0,4712269115315138;92,10896621349966;0,4608;1319,269047328771;4,3;4,3;3,0702894529183515;4,543658470506205;12,59291488728769;1,9555555555555555;3,129376555555555;4,720284532200269;5,0;11,789545331073224;10,63059442219681;6,769839224301896;3,5;11,923440257108968;38,731386645739065;3,9786510257153562;42,71003767145442;848,7562533333333;1,0;4,5;7710,572284744427;1,0;4,5;11052,775156410771;0,4608;102,74630385803937;1471,6267479667094;22402,99948978401
7724;4,0;4,7;0,0;100970,0;0,84;25;5,0;5,0;2023-11-18 20:00:00+01:00;276,43603507491935;-29,4904376515871;0,0;0,0;20,853949199815382;20,92697459990769;8,14197444739271;20,853949199815382;2,339549544160024;2,92443693020003;0,6858710562414266;-0,1412200646091032;-0,7276758741895415;91,13034967841774;0,4266666666666667;1067,933785293958;4,7;4,7;4,093719270557803;8,077615058677702;12,776974599907692;1,4814814814814814;2,655302481481481;4,62748147208178;3,0;11,717025544020661;10,316968889870868;6,566136629605836;2,0999999999999996;11,893683720001832;27,38786127274863;3,7493488422875396;31,13721011503617;509,25375199999985;1,0;4,5;5238,7076768974675;1,0;4,5;8471,090121101433;0,4266666666666667;110,78517482628612;1298,2637674955406;16585,2491027884
7725;4,0;4,0;0,0;100860,0;0,89;17;3,4;3,75;2023-11-18 21:00:00+01:00;289,72788379220185;-38,4060383669796;0,0;0,0;20,798295967418586;20,89914798370929;8,50146169524318;20,798295967418586;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;89,97424091616318;0,4;843,5085085890298;4,0;4,0;4,093719270557803;8,077615058677702;12,399147983709293;1,1111111111111112;2,284932111111111;4,679122023698538;2,0;11,365399808728176;10,02841822995211;6,568118422967912;1,4;11,537691171225028;21,218152214490786;3,9434932295756604;25,161645444066448;339,5025013333333;1,0;4,5;3868,0749724961165;1,0;4,5;6708,880069246606;0,4;116,76073949725584;1094,6319327867734;12854,597984451857
7726;4,0;4,2;0,0;100790,0;0,91;8;1,6;3,75;2023-11-18 22:00:00+01:00;305,5114059824182;-46,523251614339586;0,0;0,0;20,800730855491956;20,900365427745978;8,395366928445597;20,800730855491956;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;90,08033568296077;0,4;844,5031470277571;4,2;4,2;4,093719270557803;8,077615058677702;12,50036542774598;1,1111111111111112;2,284932111111111;4,848704159569896;2,0;11,460865224662284;10,157047985915103;6,672296890396297;1,4;11,634115258509565;21,218152214490786;3,885184892252413;25,103337106743197;339,5025013333333;1,0;4,5;3700,6390483785985;1,0;4,5;6612,345838426601;0,4;116,8190478345791;1095,1785734491789;12592,169108615468
7727;4,0;4,800000000000001;0,0;100710,0;0,9;0;0,0;3,75;2023-11-18 23:00:00+01:00;325,10786003019706;-52,982933404808875;0,0;0,0;20,80803120719335;20,904015603596676;8,078002652236915;20,80803120719335;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;90,39769995916944;0,4;847,4784371172135;4,800000000000001;4,800000000000001;4,093719270557803;8,077615058677702;12,804015603596675;1,1111111111111112;2,284932111111111;4,991104517887233;2,0;11,640172620831635;10,318905464678002;6,769532355922775;1,4;11,834146451292474;21,218152214490786;3,6656446303596044;24,88379684485039;339,5025013333333;1,0;4,5;3489,950966689363;1,0;4,5;6431,030946534305;0,4;117,0385880964719;1097,236763404424;12205,199615078638
7728;4,0;5,1000000000000005;0,0;100590,0;0,92;0;0,0;3,75;2023-11-19 00:00:00+01:00;348,97969541977216;-56,58413336646629;0,0;0,0;20,81167889809884;20,90583944904942;7,919835965526086;20,81167889809884;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;90,55586664588027;0,4;848,9612498051275;5,1000000000000005;5,1000000000000005;4,093719270557803;8,077615058677702;12,95583944904942;1,1111111111111112;2,284932111111111;5,204671914515957;2,0;11,771428036931216;10,486425700972804;6,9020834378766756;1,4;11,968829938950915;21,218152214490786;3,5739463087862537;24,79209852327704;339,5025013333333;1,0;4,5;3271,8917364403783;1,0;4,5;6298,306016671976;0,4;117,13028641804524;1098,0964351691741;11856,75793941999
7729;5,0;5,1000000000000005;0,0;100530,0;0,93;0;0,0;3,75;2023-11-19 01:00:00+01:00;14,719441932627262;-56,29619593568438;0,0;0,0;20,811678898098833;20,905839449049417;7,919835965526086;20,811678898098833;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;88,73296865927273;0,4;831,8715811806818;5,1000000000000005;5,1000000000000005;5,1171490881972534;12,621273529183908;12,955839449049417;1,1111111111111112;2,284932111111111;5,261244435325912;1,0;12,080656933015577;10,189313978204702;6,228399636490981;0,7;12,226520685687884;10,609076107245393;3,704678041709375;14,313754148954768;169,75125066666666;1,0;4,5;1829,3193823631264;1,0;4,5;5985,615045405203;0,4;123,06497232186133;1153,73411551745;9970,291375133127
7730;4,0;5,1000000000000005;0,0;100430,0;0,9400000000000001;0;0,0;3,75;2023-11-19 02:00:00+01:00;38,04910770740719;-52,2158457129091;0,0;0,0;20,811678898098833;20,905839449049417;7,919835965526086;20,811678898098833;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;90,55586664588027;0,4;848,9612498051275;5,1000000000000005;5,1000000000000005;4,093719270557803;8,077615058677702;12,955839449049417;1,1111111111111112;2,284932111111111;5,317816956135868;1,0;12,093051192525579;10,22841771449806;6,27153674141612;0,7;12,23684923527955;10,609076107245393;3,709913003021804;14,318989110267196;169,75125066666666;1,0;4,5;1803,868932839574;1,0;4,5;5973,0820218314375;0,4;127,6033958310551;1196,2818359161413;9991,945291058948
7731;5,0;5,1000000000000005;0,0;100350,0;0,97;0;0,0;3,75;2023-11-19 03:00:00+01:00;57,03755895955632;-45,460079100497296;0,0;0,0;20,811678898098833;20,905839449049417;7,919835965526086;20,811678898098833;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;88,73296865927273;0,4;831,8715811806818;5,1000000000000005;5,1000000000000005;5,1171490881972534;12,621273529183908;12,955839449049417;1,1111111111111112;2,284932111111111;5,487534518565735;1,0;12,130206223302482;10,345603058772582;6,400975050029279;0,7;12,267811760926971;10,609076107245393;3,725603896832742;14,334680004078134;169,75125066666666;1,0;4,5;1727,5995025481914;1,0;4,5;5935,511009522462;0,4;123,04404646673797;1153,5379356256685;9818,27127954367
7732;5,0;5,4;0,0;100280,0;0,9500000000000001;0;0,0;3,75;2023-11-19 04:00:00+01:00;72,39010808314646;-37,19442399506903;0,0;0,0;20,815324887421017;20,907662443710507;7,762011420317804;20,815324887421017;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;88,89079320448101;0,4;833,3511862920094;5,4;5,4;5,1171490881972534;12,621273529183908;13,10766244371051;1,1111111111111112;2,284932111111111;5,482242664274132;1,0;12,221569674374363;10,385229173489014;6,401032621795852;0,7;12,369251802597054;10,609076107245393;3,617211719653297;14,226287826898691;169,75125066666666;1,0;4,5;1701,8090659300833;1,0;4,5;5843,1246684796215;0,4;123,1524386439174;1154,5541122867257;9702,590283655107
7733;5,0;5,6000000000000005;0,0;100240,0;0,96;0;0,0;3,75;2023-11-19 05:00:00+01:00;85,43240524401624;-28,227800893272956;0,0;0,0;20,81775458423835;20,908877292119175;7,65698458516175;20,81775458423835;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;88,99582003963707;0,4;834,3358128715975;5,6000000000000005;5,6000000000000005;5,1171490881972534;12,621273529183908;13,208877292119176;1,1111111111111112;2,284932111111111;5,613662585355677;1,0;12,312018196797519;10,50465799267758;6,504034993130453;0,7;12,461494712684459;10,609076107245393;3,5575786307265354;14,166654737971928;169,75125066666666;1,0;4,5;1624,0794824546456;1,0;4,5;5751,66349947417;0,4;123,21207173284418;1155,1131724954141;9534,943217962493
7734;5,0;5,6000000000000005;0,0;100230,0;0,96;0;0,0;3,75;2023-11-19 06:00:00+01:00;97,24837240731294;-19,091284138438837;0,11923122910670002;0,0;20,817754584236837;20,90887729211842;7,656984585161366;20,817754584236837;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;88,99582003963745;0,4;834,3358128716011;5,6000000000000005;5,6000000000000005;5,1171490881972534;12,621273529183908;13,20887729211842;1,1111111111111112;2,284932111111111;5,613662585355677;1,0;12,312018196797057;10,504657992677362;6,504034993130434;0,7;12,461494712683951;10,609076107245393;3,5575786307262667;14,16665473797166;169,75125066666666;1,0;4,5;1624,0794824547868;1,0;4,5;5751,663499474636;0,4;123,21207173284445;1155,1131724954166;9534,943217963106
7735;5,0;5,1000000000000005;2,7777777777777777;100210,0;0,93;0;0,0;3,75;2023-11-19 07:00:00+01:00;108,62147103073853;-10,17382163689031;0,314293685846843;0,8730380162412305;20,817861841204653;20,908930920602327;7,921301731628958;20,817861841204653;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;88,73150289316986;0,4;831,8578396234674;5,1000000000000005;5,1000000000000005;5,1171490881972534;12,621273529183908;12,958930920602327;1,1111111111111112;2,284932111111111;5,261244435325912;1,0;12,082540364942464;10,190195956806788;6,228482684407512;0,7;12,22860545755244;10,609076107245393;3,7057347259248146;14,314810833170208;169,75125066666666;1,0;4,5;1828,7453514898398;1,0;4,5;5983,710526888369;0,4;123,06391563764589;1153,72420910293;9967,789177771272
7736;3,0;5,5;22,22222222222222;100160,0;0,9500000000000001;60;12,0;12,0;2023-11-19 08:00:00+01:00;120,12987741275737;-1,7096120724683317;0,5017383714683399;11,14974158818533;20,96690508381539;20,983452541907695;7,745116252429092;20,96690508381539;1,7546621581200177;2,1933276976500222;1,646090534979424;0,48385718058046967;1,402430304666386;93,6573140522373;0,5760000000000001;1951,1940427549432;5,5;5,5;3,0702894529183515;4,543658470506205;13,233452541907695;3,5555555555555554;4,729376555555556;5,518609911992742;9,0;12,66214651530399;11,480246429396814;6,846450301471351;6,3;12,757364186404606;46,13064014615598;3,760285854646759;49,89092600080274;1527,761256;1,0;4,5;8902,10851516522;1,0;4,5;17272,368648538944;0,5760000000000001;95,56541552869103;1990,9461568477298;31644,378619306837
7737;3,0;6,0;61,11111111111111;100140,0;0,93;60;12,0;12,0;2023-11-19 09:00:00+01:00;132,20815075074856;5,640071371707833;0,6685735970580492;40,85727537576967;21,037306905982543;21,018653452991273;7,498261343797469;21,037306905982543;1,7546621581200177;2,1933276976500222;1,646090534979424;0,48385718058046967;1,402430304666386;93,90416896086892;0,5760000000000001;1956,3368533514356;6,0;6,0;3,0702894529183515;4,543658470506205;13,518653452991272;3,5555555555555554;4,729376555555556;5,583537036814692;9,0;12,834492173486996;11,558553740654073;6,894486367902611;6,3;12,948519053404375;46,13064014615598;3,591412944668498;49,72205309082448;1527,761256;1,0;4,5;8443,4156087447;1,0;4,5;16714,68797190615;0,5760000000000001;95,7342884386693;1994,4643424722767;30636,666032474568
7738;3,0;5,1000000000000005;41,666666666666664;100110,0;0,9400000000000001;90;18,0;18,0;2023-11-19 10:00:00+01:00;145,14446850620712;11,602361034443078;0,8038284215807399;33,49285089919749;21,011500532431544;21,00575026621577;7,9671913058389;21,011500532431544;1,7546621581200177;2,1933276976500222;2,4691358024691357;0,7017541296777972;2,033991221757332;94,06679991591844;0,704;2405,1170433047328;5,1000000000000005;5,1000000000000005;3,0702894529183515;4,543658470506205;13,055750266215771;5,333333333333333;6,507154333333332;5,317816956135868;21,0;12,62570938295844;11,754559590483005;6,9098836930191805;14,7;12,697382863501328;78,23103094271163;3,942947117808408;82,17397806052003;3564,776264;1,0;4,5;17022,347399835748;1,0;4,5;26085,4093395593;0,704;63,282363468973756;1618,014975058988;50695,66502175877
7739;3,0;4,9;33,33333333333333;100070,0;0,9500000000000001;90;18,0;18,0;2023-11-19 11:00:00+01:00;159,01836115769044;15,859818562428487;0,8981524329985614;29,938414433285377;21,005472649326162;21,002736324663083;8,071746073252509;21,005472649326162;1,7546621581200177;2,1933276976500222;2,4691358024691357;0,7017541296777972;2,033991221757332;93,96224514850482;0,704;2402,443768001544;4,9;4,9;3,0702894529183515;4,543658470506205;12,95273632466308;5,333333333333333;6,507154333333332;5,303517795667238;21,0;12,56875396359509;11,735755511007804;6,899682812337382;14,7;12,632751023773087;78,23103094271163;4,016996451222702;82,24802739393432;3564,776264;1,0;4,5;17279,3565436816;1,0;4,5;26361,856136739974;0,704;63,20831413555946;1616,1216682387364;51224,55438066186
7740;2,0;5,1000000000000005;44,44444444444444;100060,0;0,93;50;10,0;10,0;2023-11-19 12:00:00+01:00;173,62419304957183;18,009716440666708;0,9451220411040255;42,0054240490678;21,043418117817783;21,02170905890889;7,9747524129204646;21,043418117817783;1,169774772080012;1,462218465100015;1,3717421124828533;0,6037745250567259;0,7777792705132837;92,80302685759281;0,5333333333333333;1740,0567535798652;5,1000000000000005;5,1000000000000005;2,0468596352789015;0,0;13,07170905890889;2,962962962962963;4,136783962962962;5,261244435325912;8,0;12,401609980964936;11,251624363694988;6,879716076950278;5,6;12,513293160622261;46,878964690830195;3,84988623440444;50,72885092523463;1358,0100053333333;1,0;4,5;9103,364557529098;1,0;4,5;15096,183094995138;0,5333333333333333;99,27114907476536;1861,3340451518507;29158,94845658928
7741;2,0;4,9;16,666666666666664;100020,0;0,96;50;10,0;10,0;2023-11-19 13:00:00+01:00;188,4804484353994;17,832221333964014;0,9415488597999543;15,692480996665903;20,970076250683846;20,985038125341923;8,063359722374821;20,970076250683846;1,169774772080012;1,462218465100015;1,3717421124828533;0,6037745250567259;0,7777792705132837;92,71441954813845;0,5333333333333333;1738,395366527596;4,9;4,9;2,0468596352789015;0,0;12,935038125341924;2,962962962962963;4,136783962962962;5,359344298779524;7,0;12,387663533994843;11,217729955456793;6,781725396532864;4,8999999999999995;12,478892632552688;41,01909410447642;3,9391911172516934;44,95828522172812;1188,2587546666666;1,0;4,5;8119,86389893489;1,0;4,5;15133,78999917104;0,5333333333333333;105,04171477827188;1969,5321520925977;28149,84017139279
7742;4,0;5,0;16,666666666666664;100060,0;0,9400000000000001;80;16,0;16,0;2023-11-19 14:00:00+01:00;202,99934055145772;15,345936280710447;0,8876890969043856;14,794818281739758;20,980028851379984;20,990014425689992;8,012707392963387;20,980028851379984;2,339549544160024;2,92443693020003;2,1947873799725652;0,4838571805804696;2,4932094305180197;94,48050203755463;0,6613333333333333;2285,818597682773;5,0;5,0;4,093719270557803;8,077615058677702;12,990014425689992;4,7407407407407405;5,914561740740741;5,282652822461959;17,0;12,551064850413583;11,635437083399513;6,873560906906847;11,899999999999999;12,624223112959651;69,67503855690957;3,9593127886627695;73,63435134557234;2885,7712613333333;1,0;4,5;15098,009287193692;1,0;4,5;23509,07954929207;0,6613333333333333;68,28803359574995;1652,1298450584666;45430,808540560334
7743;4,0;4,6000000000000005;2,7777777777777777;100110,0;0,93;80;16,0;16,0;2023-11-19 15:00:00+01:00;216,73358146770045;10,801477504460706;0,7872259171310321;2,1867386586973114;20,956909821387978;20,97845491069399;8,219500418553803;20,956909821387978;2,339549544160024;2,92443693020003;2,1947873799725652;0,4838571805804696;2,4932094305180197;94,27370901196421;0,6613333333333333;2280,8155406120377;4,6000000000000005;4,6000000000000005;4,093719270557803;8,077615058677702;12,778454910693988;4,7407407407407405;5,914561740740741;5,089288995887256;19,0;12,392953056680984;11,576444821134533;6,897786978524676;13,299999999999999;12,45720336568315;77,87210191654599;4,088566845452763;81,96066876199875;3225,2737626666662;1,0;4,5;17603,74661096942;1,0;4,5;24191,24269392466;0,6613333333333333;59,961716179323545;1450,6866817578277;48751,76528993061
7744;3,0;4,800000000000001;0,0;100150,0;0,96;80;16,0;16,0;2023-11-19 16:00:00+01:00;229,52266256037723;4,628698308636842;0,6470300898179846;0,0;20,95368387429795;20,976841937148976;8,112524201127012;20,95368387429795;1,7546621581200177;2,1933276976500222;2,1947873799725652;0,6384575263160567;1,8505299065186922;93,73800570539167;0,6613333333333333;2267,854976743347;4,800000000000001;4,800000000000001;3,0702894529183515;4,543658470506205;12,876841937148976;4,7407407407407405;5,914561740740741;5,3238448190797145;17,0;12,494511740959783;11,632169994801778;6,8969211820922585;11,899999999999999;12,55823344032465;69,67503855690957;4,032735531215793;73,70777408812536;2885,7712613333333;1,0;4,5;15134,15751707053;1,0;4,5;23753,074295496768;0,6613333333333333;71,74856744136842;1735,8524380976232;45776,710488741606
7745;4,0;4,6000000000000005;0,0;100230,0;0,93;50;10,0;10,0;2023-11-19 17:00:00+01:00;241,48215603849803;-2,985364918842933;0,4767844945946111;0,0;20,925445795815513;20,962722897907756;8,212044570668864;20,925445795815513;2,339549544160024;2,92443693020003;1,3717421124828533;0,23127723022381136;1,1917206039317967;92,97967603326293;0,5333333333333333;1743,36892562368;4,6000000000000005;4,6000000000000005;4,093719270557803;8,077615058677702;12,762722897907757;2,962962962962963;4,136783962962962;5,089288995887256;9,0;12,181027624712197;11,171562226766182;6,921072255537982;6,3;12,277976836911456;52,73883527718398;3,997813440007669;56,73664871719165;1527,761256;1,0;4,5;10710,257100494411;1,0;4,5;15690,988320460789;0,5333333333333333;85,18573622413064;1597,2325542024496;31269,60815678133
7746;4,0;4,7;0,0;100280,0;0,91;42;8,4;8,4;2023-11-19 18:00:00+01:00;252,92399017398043;-11,500902439524836;0,287744267854116;0,0;20,912065250401927;20,95603262520096;8,155748595376345;20,912065250401927;2,339549544160024;2,92443693020003;1,1522633744855968;0,13757971997220775;0,7089179804487582;92,55316938507242;0,4992;1557,3850617680457;4,7;4,7;4,093719270557803;8,077615058677702;12,806032625200963;2,488888888888889;3,6627098888888887;5,0131049280885955;7,0;12,094116414882942;11,005767236056451;6,905088506687675;4,8999999999999995;12,212769116602612;46,32830221728059;3,9112778031138244;50,23958002039441;1188,2587546666666;1,0;4,5;9085,547207392236;1,0;4,5;13377,290916465501;0,4992;91,68280492092788;1542,7395058809982;26751,221446173447
